Timeline,Oxygen Consumption,Ammonia Nitrogen,PH,Dissolved Oxygen
00:00.0,3.2855,0.02,7.3016,6.819
30:00.0,3.2847,0.0201,7.3016,6.7943
00:00.0,3.2835,0.02,7.2857,6.7696
30:00.0,3.2843,0.02,7.2532,6.7449
00:00.0,3.119,0.02,7.2285,6.7202
30:00.0,3.1182,0.02,7.2277,6.7173
00:00.0,3.1198,0.02,7.2183,6.6697
30:00.0,3.1182,0.02,7.2095,6.6694
00:00.0,3.1108,0.02,7.1985,6.6196
30:00.0,3.1104,0.02,7.2046,6.6192
00:00.0,3.11,0.02,7.1939,6.5688
30:00.0,3.11,0.02,7.1889,6.5669
00:00.0,3.055,0.0224,7.19,6.5433
30:00.0,3.0554,0.02,7.1738,6.5183
00:00.0,3.0554,0.02,7.1664,6.4191
30:00.0,3.0554,0.02,7.1636,6.3916
00:00.0,2.993,0.0216,7.1554,6.369
30:00.0,2.9926,0.02,7.1505,6.32
00:00.0,2.9922,0.02,7.14,6.2427
30:00.0,2.9922,0.02,7.1397,6.2194
00:00.0,3.0868,0.02,7.1257,6.1969
30:00.0,3.0872,0.02,7.1307,6.1457
00:00.0,3.0856,0.02,7.1274,6.1188
30:00.0,3.086,0.0223,7.1158,6.0684
00:00.0,3.0939,0.02,7.1131,6.0215
30:00.0,3.0939,0.02,7.1169,5.9714
00:00.0,3.0939,0.02,7.107,5.9438
30:00.0,3.0939,0.02,7.1087,5.9206
00:00.0,3.1025,0.0221,7.1224,5.9209
30:00.0,3.1021,0.0213,7.1367,5.9968
00:00.0,3.1017,0.02,7.1367,6.0193
30:00.0,3.1025,0.0224,7.1472,6.0702
00:00.0,3.0786,0.02,7.1606,6.0956
30:00.0,3.0805,0.02,7.1565,6.4961
00:00.0,3.0794,0.02,7.5173,6.198
30:00.0,3.0809,0.02,7.3398,6.3465
00:00.0,5.0631,0.02,7.2821,6.3483
30:00.0,5.0631,0.02,7.3065,6.3211
00:00.0,5.0627,0.02,7.2381,6.4471
30:00.0,5.0635,0.02,7.2197,6.2499
00:00.0,4.952,0.02,7.2043,6.0738
30:00.0,4.9524,0.0226,7.2673,6.1501
00:00.0,4.9524,0.02,7.19,6.2993
30:00.0,4.952,0.02,7.1859,6.0487
00:00.0,5.0552,0.0221,7.2142,6.0985
00:00.0,5.0552,0.022,7.1823,6.1762
30:00.0,5.054,0.02,7.1917,6.0262
00:00.0,4.983,0.02,7.1579,6.0251
30:00.0,4.9834,0.02,7.1898,6.0491
00:00.0,4.9834,0.02,7.1505,6.097
30:00.0,4.9842,0.02,7.1469,5.999
00:00.0,4.8884,0.02,7.1362,5.9965
30:00.0,4.8888,0.02,7.1653,5.946
00:00.0,4.8888,0.02,7.1298,5.971
30:00.0,4.8892,0.02,7.1364,5.8988
00:00.0,4.7851,0.02,7.1353,5.8726
30:00.0,4.7863,0.02,7.1735,5.8748
00:00.0,4.7867,0.02,7.1661,5.9718
30:00.0,4.7867,0.02,7.1947,5.9456
00:00.0,4.8566,0.02,7.1947,6.0197
30:00.0,4.8578,0.0219,7.2376,6.0197
00:00.0,4.857,0.0219,7.2192,6.0691
30:00.0,4.8574,0.0232,7.2216,6.0451
00:00.0,4.7785,0.02,7.223,6.0444
30:00.0,4.7777,0.02,7.2854,5.8719
00:00.0,4.7792,0.02,7.2519,6.096
30:00.0,4.7777,0.02,7.2656,6.0934
00:00.0,4.6999,0.02,7.2373,6.1214
30:00.0,4.6995,0.02,7.2315,6.0211
00:00.0,4.6992,0.02,7.1947,5.9224
30:00.0,4.6995,0.0221,7.1796,5.7985
00:00.0,4.5645,0.02,7.1735,5.7506
30:00.0,4.5649,0.02,7.2172,5.7259
00:00.0,4.5653,0.02,7.2065,5.8243
30:00.0,4.5645,0.02,7.226,5.8229
00:00.0,4.5174,0.02,7.2425,5.8973
30:00.0,4.5174,0.02,7.3137,5.9718
00:00.0,4.5174,0.02,7.2859,6.1468
30:00.0,4.517,0.02,7.2807,6.1196
00:00.0,4.5327,0.02,7.2752,6.1199
30:00.0,4.5323,0.02,7.3151,6.1236
00:00.0,4.5323,0.02,7.2909,6.121
30:00.0,4.5327,0.02,7.2807,6.1501
00:00.0,4.6509,0.02,7.2763,6.1254
30:00.0,4.6516,0.02,7.3148,6.0745
00:00.0,4.6513,0.02,7.2903,6.0491
30:00.0,4.6513,0.02,7.2683,6.0248
00:00.0,4.6195,0.02,7.2541,5.9772
30:00.0,4.6191,0.02,7.3208,5.8792
00:00.0,4.6195,0.02,7.2587,6.0026
30:00.0,4.6187,0.02,7.2486,5.7059
00:00.0,4.6662,0.02,7.2043,5.5069
30:00.0,4.6662,0.02,7.2714,5.5098
00:00.0,4.6654,0.02,7.2576,5.707
30:00.0,4.6658,0.02,7.3357,5.6079
30:00.0,4.9355,0.02,7.3013,5.4307
00:00.0,4.9359,0.02,7.2714,5.7517
30:00.0,4.9359,0.02,7.276,5.3835
00:00.0,4.7537,0.02,7.306,5.4554
30:00.0,4.7537,0.02,7.2912,5.4064
00:00.0,4.7533,0.02,7.3197,5.7023
30:00.0,4.7541,0.02,7.3032,5.4053
00:00.0,4.8012,0.02,7.3321,5.406
30:00.0,4.8012,0.02,7.3228,5.4067
00:00.0,4.8016,0.02,7.2648,5.7038
30:00.0,4.8016,0.02,7.2046,5.3076
00:00.0,4.6187,0.02,7.2373,5.2557
30:00.0,4.6198,0.02,7.2222,5.2586
00:00.0,4.6195,0.02,7.1351,5.504
30:00.0,4.6198,0.02,7.1254,5.2829
00:00.0,4.7219,0.02,7.1076,5.2081
30:00.0,4.7219,0.02,7.1474,5.1351
00:00.0,4.7215,0.02,7.0873,5.2567
30:00.0,4.7223,0.02,7.0628,4.935
00:00.0,4.5794,0.02,7.0622,4.834
30:00.0,4.5802,0.02,7.1092,4.809
00:00.0,4.5794,0.02,7.0592,5.0341
30:00.0,4.5794,0.02,7.0741,4.8083
00:00.0,4.7141,0.02,7.0785,4.8606
30:00.0,4.7145,0.02,7.1362,4.8842
00:00.0,4.7141,0.02,7.1134,5.1347
30:00.0,4.7145,0.02,7.1114,4.9601
00:00.0,4.5967,0.02,7.0985,4.9346
30:00.0,4.5955,0.02,7.1595,4.9357
00:00.0,4.5955,0.02,7.1364,5.2092
30:00.0,4.5955,0.02,7.2318,5.0345
00:00.0,4.6509,0.02,7.1793,5.4815
30:00.0,4.6509,0.02,7.215,5.4823
00:00.0,4.6505,0.02,7.1656,5.6282
30:00.0,4.6509,0.02,7.1909,5.5571
00:00.0,4.5237,0.02,7.2194,5.6547
30:00.0,4.5245,0.02,7.2914,5.7321
00:00.0,4.5245,0.02,7.2486,5.9779
30:00.0,4.5245,0.02,7.262,5.8803
00:00.0,4.5645,0.02,7.262,5.9031
30:00.0,4.5641,0.02,7.306,5.8803
00:00.0,4.5637,0.02,7.2738,6.0012
30:00.0,4.5637,0.02,7.2881,6.0255
00:00.0,4.5947,0.02,7.3164,6.101
30:00.0,4.5951,0.02,7.3689,6.2517
00:00.0,4.5943,0.02,7.3752,6.2256
30:00.0,4.5943,0.02,7.3582,6.3741
00:00.0,4.4836,0.02,7.3585,6.2761
30:00.0,4.4844,0.02,7.3637,6.2989
00:00.0,4.4852,0.02,7.3343,6.1512
30:00.0,4.4844,0.02,7.317,6.1744
00:00.0,4.4848,0.02,7.3013,6.0989
30:00.0,4.4848,0.02,7.336,6.1482
00:00.0,4.4848,0.02,7.3307,6.0738
30:00.0,4.4844,0.02,7.348,6.1225
00:00.0,4.572,0.02,7.364,6.125
30:00.0,4.5723,0.02,7.3956,6.1973
00:00.0,4.5723,0.02,7.3533,6.1246
30:00.0,4.5723,0.02,7.3057,6.1221
00:00.0,4.4848,0.02,7.2634,5.975
30:00.0,4.4848,0.02,7.259,5.8501
00:00.0,4.4844,0.02,7.2381,5.7034
30:00.0,4.4848,0.02,7.2519,5.6555
00:00.0,4.4208,0.02,7.2857,5.7277
30:00.0,4.4216,0.02,7.3379,5.8519
00:00.0,4.4216,0.02,7.3327,5.7517
30:00.0,4.4216,0.02,7.3464,5.9235
00:00.0,4.2237,0.02,7.3414,5.9747
30:00.0,4.2237,0.02,7.3483,5.9242
00:00.0,4.2229,0.02,7.3244,5.7281
30:00.0,4.2233,0.02,7.3079,5.8243
00:00.0,4.2708,0.02,7.303,5.7775
30:00.0,4.2716,0.02,7.3349,5.7753
00:00.0,4.2712,0.02,7.3731,5.727
30:00.0,4.2708,0.02,7.5308,5.5291
00:00.0,4.2477,0.02,7.6275,5.7753
30:00.0,4.2485,0.02,7.688,5.9747
00:00.0,4.2469,0.02,7.8672,8.6452
30:00.0,4.2473,0.02,7.9262,6.3977
00:00.0,4.2473,0.02,7.8674,6.4725
30:00.0,4.2477,0.02,7.9158,6.6733
00:00.0,4.2477,0.02,7.9556,7.3165
30:00.0,4.2477,0.02,7.9702,7.0913
00:00.0,4.4773,0.02,7.9312,6.9653
30:00.0,4.4781,0.02,7.5324,6.7972
00:00.0,4.4781,0.02,8.0098,7.4163
30:00.0,4.4777,0.02,8.0189,6.4224
00:00.0,4.3187,0.02,7.9595,6.3011
30:00.0,4.3191,0.02,7.876,6.3505
00:00.0,4.3195,0.02,7.896,6.3741
30:00.0,4.3187,0.02,7.8581,6.2997
00:00.0,4.3191,0.02,7.857,6.2249
30:00.0,4.3187,0.02,7.8105,6.202
00:00.0,4.3183,0.02,7.7218,6.3483
30:00.0,4.3187,0.02,7.6844,6.625
00:00.0,4.3976,0.02,7.7229,6.2507
30:00.0,4.3984,0.02,7.7567,6.4467
00:00.0,4.398,0.02,7.716,7.8089
30:00.0,4.3992,0.02,7.6874,6.3236
00:00.0,4.2241,0.02,7.6338,6.3491
30:00.0,4.2241,0.02,7.8509,6.2238
00:00.0,4.2249,0.02,7.6731,8.525
30:00.0,4.2241,0.02,7.5855,5.9736
00:00.0,4.3352,0.02,7.5759,6.3491
30:00.0,4.3352,0.02,7.6935,6.3709
00:00.0,4.3352,0.02,7.7883,6.3709
30:00.0,4.3352,0.02,7.8614,6.917
00:00.0,4.5566,0.02,7.8861,7.0917
30:00.0,4.5566,0.02,7.9345,7.1629
00:00.0,4.5566,0.02,7.8916,6.9918
30:00.0,4.5566,0.02,7.8452,7.1647
00:00.0,4.4769,0.02,7.8031,7.0666
30:00.0,4.4769,0.02,7.7902,6.9424
00:00.0,4.4777,0.02,7.7402,6.6465
30:00.0,4.4777,0.02,7.727,6.7689
00:00.0,4.3662,0.02,7.7298,6.771
30:00.0,4.367,0.02,7.7759,6.7714
00:00.0,4.3662,0.02,7.7745,6.6439
30:00.0,4.367,0.02,7.7669,6.8941
00:00.0,4.2952,0.02,7.7586,6.9145
30:00.0,4.2964,0.02,7.7586,6.893
00:00.0,4.2964,0.02,7.744,6.6468
30:00.0,4.2952,0.02,7.7421,6.7707
00:00.0,4.3109,0.02,7.7561,6.7935
30:00.0,4.3109,0.02,7.7765,6.9675
00:00.0,4.3105,0.02,7.7655,6.7209
30:00.0,4.3105,0.02,7.7281,6.9439
00:00.0,4.7141,0.02,7.7223,6.8458
30:00.0,4.7141,0.02,7.7218,6.8723
00:00.0,4.7145,0.02,7.7188,6.6258
30:00.0,4.7145,0.02,7.708,6.8727
00:00.0,4.5331,0.02,7.7168,6.8738
30:00.0,4.5327,0.02,7.7259,6.8738
00:00.0,4.5327,0.02,7.7391,6.6516
30:00.0,4.5311,0.02,7.7317,6.8974
00:00.0,4.4298,0.02,7.7284,6.8989
30:00.0,4.4291,0.02,7.7363,6.8981
00:00.0,4.4294,0.02,7.7534,6.6254
30:00.0,4.4291,0.02,7.76,6.9199
00:00.0,4.4369,0.02,7.7712,6.897
30:00.0,4.4373,0.02,7.7982,6.9468
00:00.0,4.4369,0.02,7.8218,6.7514
30:00.0,4.4357,0.02,7.8427,7.0205
00:00.0,4.4126,0.02,7.8814,7.1193
30:00.0,4.4126,0.02,7.9213,7.2206
00:00.0,4.413,0.02,7.9831,6.8981
00:00.0,4.6273,0.02,7.9955,7.4697
30:00.0,4.6265,0.02,8.0235,7.5155
00:00.0,4.6273,0.02,8.0329,7.3408
30:00.0,4.6281,0.02,8.0279,7.5892
00:00.0,4.8173,0.02,8.0307,7.6135
30:00.0,4.8181,0.02,8.0364,7.5888
00:00.0,4.8193,0.02,8.007,7.242
30:00.0,4.8181,0.02,7.9655,7.4421
00:00.0,5.0627,0.02,7.9515,7.3408
30:00.0,5.0631,0.02,7.9326,6.9417
00:00.0,5.0639,0.02,7.8891,6.6487
30:00.0,5.0635,0.02,7.868,6.9675
00:00.0,4.9041,0.02,7.8221,6.8938
30:00.0,4.9045,0.02,7.8015,6.7725
00:00.0,4.9053,0.02,7.7776,6.4747
30:00.0,4.9049,0.02,7.7355,6.6726
00:00.0,5.0234,0.02,7.694,6.5735
30:00.0,5.023,0.02,7.6863,6.4464
00:00.0,5.0242,0.02,7.6718,6.2231
30:00.0,5.0238,0.02,7.6561,6.4231
00:00.0,4.6677,0.02,7.6377,6.3734
30:00.0,4.6677,0.02,7.6418,6.3487
00:00.0,4.6677,0.02,7.6286,6.125
30:00.0,4.6674,0.02,7.6025,6.2249
00:00.0,4.5798,0.02,7.5811,6.076
30:00.0,4.5798,0.02,7.6064,6.1254
00:00.0,4.5798,0.02,7.6077,6.048
30:00.0,4.5794,0.02,7.6149,6.0992
00:00.0,4.8487,0.02,7.6,6.1522
30:00.0,4.8487,0.02,7.6171,6.3741
00:00.0,4.8483,0.02,7.5967,6.2252
30:00.0,4.8487,0.02,7.608,6.4239
00:00.0,4.8413,0.02,7.6176,6.4246
30:00.0,4.8413,0.02,7.6564,6.4507
00:00.0,4.8413,0.02,7.6572,6.2521
30:00.0,4.8417,0.02,7.672,6.4533
00:00.0,4.6277,0.02,7.6861,6.4791
30:00.0,4.6269,0.02,7.7064,6.5255
00:00.0,4.6269,0.02,7.6992,6.3778
30:00.0,4.6273,0.02,7.6998,6.5775
00:00.0,4.7533,0.02,7.7012,6.5259
30:00.0,4.7533,0.02,7.7344,6.5786
00:00.0,4.7537,0.02,7.7726,6.3792
30:00.0,4.7525,0.02,7.7982,6.6025
00:00.0,4.6972,0.02,7.8465,6.0546
30:00.0,4.6976,0.02,7.9218,6.1301
00:00.0,4.698,0.02,7.8595,7.0191
30:00.0,4.6984,0.02,7.8471,6.5502
00:00.0,4.5877,0.02,7.89,6.7997
30:00.0,4.588,0.02,7.9364,6.921
00:00.0,4.5877,0.02,7.9573,6.6719
30:00.0,4.588,0.02,7.9746,7.091
00:00.0,4.857,0.02,7.9963,7.1679
30:00.0,4.8581,0.02,8.0243,7.217
00:00.0,4.8574,0.02,8.0227,6.9417
30:00.0,4.8574,0.02,8.0057,7.242
00:00.0,4.7624,0.02,7.982,7.2148
30:00.0,4.762,0.02,7.96,7.1912
00:00.0,4.7624,0.02,7.9229,6.9682
30:00.0,4.7627,0.02,7.8889,7.0437
00:00.0,4.857,0.02,7.8443,6.9166
30:00.0,4.8574,0.02,7.8059,6.7939
00:00.0,4.8574,0.02,7.7619,6.6221
30:00.0,4.8578,0.02,7.7322,6.5473
00:00.0,4.7384,0.02,7.7122,6.4983
30:00.0,4.7384,0.02,7.7061,6.4972
00:00.0,4.7396,0.02,7.699,6.2979
30:00.0,4.7384,0.02,7.6877,6.3709
00:00.0,4.8095,0.02,7.6649,6.3734
30:00.0,4.8099,0.02,7.6487,6.3719
00:00.0,4.8103,0.02,7.6385,6.2499
30:00.0,4.8103,0.02,7.6226,6.2721
00:00.0,4.9999,0.02,7.6234,6.2735
30:00.0,4.9999,0.02,7.8435,6.2993
00:00.0,4.9999,0.02,7.885,7.0405
30:00.0,5.0003,0.02,7.8738,7.0913
00:00.0,4.9999,0.02,7.8367,6.9435
30:00.0,5.0003,0.02,7.8191,7.3677
00:00.0,4.9999,0.02,7.8441,7.3408
30:00.0,4.9999,0.02,7.777,7.2409
00:00.0,4.9999,0.02,7.8039,7.1683
30:00.0,5.0003,0.02,7.5555,7.295
00:00.0,4.9999,0.02,7.7168,5.8563
30:00.0,5.0003,0.02,7.6924,6.426
00:00.0,5.0003,0.02,7.6998,6.4529
30:00.0,4.9995,0.02,7.7221,6.4279
00:00.0,4.9995,0.02,7.7322,6.4544
30:00.0,4.9991,0.02,7.6954,6.5542
00:00.0,4.7219,0.02,7.6789,6.3019
30:00.0,4.7223,0.02,7.6855,6.2775
00:00.0,4.7219,0.02,7.6979,6.2536
30:00.0,4.7223,0.02,7.732,6.3011
00:00.0,4.5566,0.02,7.7627,6.3502
30:00.0,4.5566,0.02,7.7506,6.4493
00:00.0,4.557,0.02,7.7701,6.3491
30:00.0,4.5566,0.02,7.7919,6.5012
00:00.0,4.5959,0.02,7.7894,6.5488
30:00.0,4.5967,0.02,7.7847,6.523
00:00.0,4.5971,0.02,7.7836,6.2739
30:00.0,4.5967,0.02,7.7811,6.3505
00:00.0,4.6285,0.02,7.7894,5.4074
30:00.0,4.6281,0.02,7.7993,5.3355
00:00.0,4.6289,0.02,7.8152,5.2346
30:00.0,4.6277,0.02,7.8674,5.3334
00:00.0,4.6277,0.02,7.9287,5.5327
30:00.0,4.6297,0.02,7.9578,5.78
00:00.0,4.6285,0.02,7.9499,5.7067
30:00.0,4.6277,0.02,7.9529,5.6802
00:00.0,4.6297,0.02,7.9155,5.5316
30:00.0,4.6277,0.02,7.863,5.4078
00:00.0,4.6269,0.02,7.8386,5.3824
30:00.0,4.6277,0.02,7.824,5.3562
00:00.0,4.6289,0.02,7.8171,5.333
30:00.0,4.6281,0.02,7.8751,5.2604
00:00.0,4.6281,0.02,7.8944,5.3828
30:00.0,4.6285,0.02,7.94,5.3584
00:00.0,4.6273,0.02,7.8471,5.4797
30:00.0,4.6281,0.02,7.7946,5.3559
00:00.0,4.6281,0.02,7.8232,5.134
30:00.0,4.6281,0.02,7.8213,5.2095
00:00.0,4.6289,0.02,7.8075,5.5066
30:00.0,4.6277,0.02,7.8188,5.3838
00:00.0,4.6273,0.02,7.818,5.3098
30:00.0,4.6285,0.02,7.8729,5.2132
00:00.0,4.6265,0.02,7.8869,6.4743
30:00.0,4.6277,0.02,7.7501,6.9214
00:00.0,4.6277,0.02,7.9015,7.6622
30:00.0,4.6273,0.02,7.9059,6.921
00:00.0,5.2927,0.02,7.9076,6.9468
30:00.0,5.292,0.02,7.8537,6.9217
00:00.0,5.2923,0.02,7.9029,7.2707
30:00.0,5.2923,0.02,7.8919,6.8978
00:00.0,4.5723,0.02,7.8644,6.8469
30:00.0,4.572,0.02,7.7287,6.7994
00:00.0,4.572,0.02,7.8537,7.2457
30:00.0,4.572,0.02,7.84,6.7289
00:00.0,4.5551,0.02,7.8086,6.7031
30:00.0,4.5559,0.02,7.7916,6.6534
00:00.0,4.5555,0.02,7.8097,7.1196
30:00.0,4.5559,0.02,7.8045,6.5775
00:00.0,4.4451,0.02,7.796,6.5746
30:00.0,4.4455,0.02,7.7594,6.5985
00:00.0,4.4455,0.02,7.9015,7.0677
30:00.0,4.4451,0.02,7.9394,6.9206
00:00.0,4.6041,0.02,7.9587,6.97
30:00.0,4.6041,0.02,7.885,6.9944
00:00.0,4.6041,0.02,7.9743,8.4516
30:00.0,4.6034,0.02,7.9306,6.9428
00:00.0,5.1502,0.02,7.9331,6.8952
30:00.0,5.1506,0.02,7.8171,6.9196
00:00.0,5.1502,0.02,7.8798,7.4152
30:00.0,5.1502,0.02,7.8369,6.8222
00:00.0,5.2291,0.02,7.8279,6.6962
30:00.0,5.2291,0.02,7.771,6.6733
00:00.0,5.2287,0.02,7.8325,7.3157
30:00.0,5.2287,0.02,7.8246,6.6708
00:00.0,5.1734,0.02,7.8075,6.6472
30:00.0,5.1734,0.02,7.7943,6.5746
00:00.0,5.1738,0.02,7.7614,6.3966
30:00.0,5.1734,0.02,7.7352,6.4478
00:00.0,5.0941,0.02,7.7199,6.3966
30:00.0,5.0945,0.02,7.705,6.3487
00:00.0,5.0949,0.02,7.6924,6.1762
30:00.0,5.0945,0.02,7.6858,6.2997
00:00.0,4.7616,0.02,7.6808,6.2986
30:00.0,4.762,0.02,7.6668,6.2507
00:00.0,4.762,0.02,7.6292,6.0981
30:00.0,4.762,0.02,7.6407,6.2227
00:00.0,4.9041,0.02,7.6465,6.2724
30:00.0,4.9045,0.02,7.6402,6.3494
00:00.0,4.9037,0.02,7.6316,6.2485
30:00.0,4.9037,0.02,7.6314,6.3487
00:00.0,5.0383,0.02,7.6391,6.3741
30:00.0,5.0383,0.02,7.6778,6.4507
00:00.0,5.0387,0.02,7.6841,6.625
30:00.0,5.0379,0.02,7.7135,6.5241
00:00.0,5.0462,0.02,7.7383,6.5499
30:00.0,5.0462,0.02,7.7756,6.5753
00:00.0,5.0462,0.02,7.7737,6.7013
30:00.0,5.0478,0.02,7.7839,6.6287
00:00.0,4.7298,0.02,7.7954,6.6537
30:00.0,4.7294,0.02,7.8141,6.6773
00:00.0,4.729,0.02,7.8092,6.6995
30:00.0,4.729,0.02,7.8298,6.7264
00:00.0,4.7765,0.02,7.8509,6.7736
30:00.0,4.7765,0.02,7.9271,6.8477
00:00.0,4.7773,0.02,7.9565,6.945
30:00.0,4.7773,0.02,8.0004,7.0935
00:00.0,4.9119,0.02,8.0109,7.2181
30:00.0,4.9119,0.02,8.0032,7.2152
00:00.0,4.9115,0.02,8.0043,7.1164
30:00.0,4.9115,0.02,7.9947,7.1389
00:00.0,5.743,0.02,8.0172,7.1146
30:00.0,5.743,0.02,8.0485,7.2126
00:00.0,5.7442,0.02,8.045,7.29
30:00.0,5.743,0.02,8.0076,7.1876
00:00.0,6.1788,0.02,7.8792,7.0881
30:00.0,6.1792,0.02,7.8512,6.7932
00:00.0,6.1788,0.02,7.8215,6.7184
30:00.0,6.1792,0.02,7.7836,6.5945
00:00.0,6.3374,0.02,7.7339,6.5691
30:00.0,6.3366,0.02,7.7061,6.446
00:00.0,6.337,0.02,7.6861,6.3443
30:00.0,6.3366,0.02,7.6621,6.3443
00:00.0,5.1023,0.02,7.6371,6.2724
30:00.0,5.1023,0.02,7.6512,6.2728
00:00.0,5.1027,0.02,7.6715,6.32
30:00.0,5.1023,0.02,7.6712,6.2964
00:00.0,5.2213,0.02,7.6525,6.3182
30:00.0,5.2209,0.02,7.6377,6.2946
00:00.0,5.2213,0.02,7.6336,6.3178
30:00.0,5.2205,0.02,7.622,6.2692
00:00.0,5.1416,0.02,7.633,6.2684
30:00.0,5.1416,0.02,7.6426,6.2448
00:00.0,5.1424,0.02,7.6476,6.1697
30:00.0,5.1412,0.02,7.6418,6.2205
00:00.0,5.1102,0.02,7.6432,6.1969
30:00.0,5.1106,0.02,7.6619,6.2191
00:00.0,5.1094,0.02,7.7058,6.1729
30:00.0,5.1106,0.02,7.705,6.3175
00:00.0,5.1019,0.02,7.7001,6.2939
30:00.0,5.1023,0.02,7.7539,6.2953
00:00.0,5.1027,0.02,7.8504,8.4691
30:00.0,5.1027,0.02,7.9034,8.9165
00:00.0,5.6005,0.02,7.962,8.2214
30:00.0,5.6017,0.02,7.9581,8.3449
00:00.0,5.6005,0.02,7.8749,8.5203
30:00.0,5.6017,0.02,7.9174,8.5693
00:00.0,5.6013,0.02,7.8905,8.8892
30:00.0,5.6013,0.02,7.7548,9.3377
00:00.0,5.6013,0.02,7.7627,7.3597
30:00.0,5.6009,0.02,7.749,7.7769
00:00.0,5.0709,0.02,7.735,7.7018
30:00.0,5.0705,0.02,7.7495,7.6284
00:00.0,5.0717,0.02,7.7193,7.5082
30:00.0,5.0709,0.02,7.7061,7.676
00:00.0,5.1502,0.0241,7.7061,7.6302
30:00.0,5.1506,0.02,7.7493,7.652
00:00.0,5.1494,0.02,7.6943,7.4813
30:00.0,5.151,0.02,7.6748,7.8002
00:00.0,5.2452,0.02,7.6605,7.7526
30:00.0,5.2456,0.02,7.7531,7.8267
00:00.0,5.246,0.02,7.5978,7.6524
30:00.0,5.2456,0.02,7.5684,7.8485
00:00.0,5.1275,0.02,7.5563,7.9244
30:00.0,5.1263,0.02,7.7036,7.7994
00:00.0,5.1275,0.02,7.561,7.6033
30:00.0,5.1267,0.02,7.5247,7.7984
00:00.0,4.8177,0.0237,7.536,7.7493
30:00.0,4.8185,0.02,7.6506,7.9236
00:00.0,4.8177,0.023,7.4811,7.7984
30:00.0,4.8181,0.02,7.4533,7.8761
00:00.0,4.5409,0.02,7.4481,7.8481
30:00.0,4.5402,0.0244,7.6454,7.7976
00:00.0,4.5413,0.0228,7.4731,7.7497
30:00.0,4.5402,0.02,7.4676,7.7479
00:00.0,4.2787,0.0244,7.453,7.7973
30:00.0,4.2799,0.02,7.5965,7.7998
00:00.0,4.2799,0.02,7.4442,7.8742
30:00.0,4.2791,0.02,7.4429,7.8234
00:00.0,4.2555,0.0206,7.444,7.847
30:00.0,4.2551,0.02,7.6077,7.8238
00:00.0,4.2555,0.024,7.4486,7.7733
30:00.0,4.2555,0.02,7.4527,7.7228
00:00.0,4.2167,0.02,7.4577,7.6752
30:00.0,4.2163,0.02,7.6698,7.9233
00:00.0,4.2163,0.0234,7.4681,7.8492
30:00.0,4.2159,0.02,7.4533,8.0707
00:00.0,4.3894,0.02,7.2414,8.0195
30:00.0,4.3898,0.02,7.4868,8.3895
00:00.0,4.3918,0.02,7.4472,7.53
30:00.0,4.3902,0.0235,7.4385,7.4316
00:00.0,4.5405,0.0232,7.4341,7.4552
30:00.0,4.5398,0.02,7.4665,7.4294
00:00.0,4.5409,0.02,7.4374,7.5293
30:00.0,4.5413,0.02,7.4445,7.457
00:00.0,4.5323,0.02,7.4376,7.4312
30:00.0,4.5331,0.02,7.4615,7.4316
00:00.0,4.5327,0.02,7.4277,7.4323
30:00.0,4.5331,0.02,7.4338,7.3818
00:00.0,4.4856,0.02,7.4478,7.4298
30:00.0,4.4852,0.022,7.4816,7.5024
00:00.0,4.486,0.02,7.4632,7.4545
30:00.0,4.4852,0.02,7.4536,7.5031
00:00.0,4.5009,0.02,7.4681,7.4799
30:00.0,4.5009,0.02,7.5157,7.5525
00:00.0,4.5013,0.02,7.5247,7.4566
30:00.0,4.5009,0.02,7.5346,7.6495
00:00.0,4.6917,0.02,7.5349,7.6727
30:00.0,4.6913,0.02,7.5412,7.6509
00:00.0,4.6913,0.02,7.5066,7.6023
30:00.0,4.6917,0.02,7.5011,7.579
00:00.0,4.7227,0.02,7.5006,7.6004
30:00.0,4.7235,0.02,7.5209,7.6019
00:00.0,4.7227,0.0238,7.5022,7.6727
30:00.0,4.7231,0.02,7.4959,7.5783
00:00.0,4.6438,0.02,7.4876,7.5768
30:00.0,4.6434,0.02,7.4923,7.5296
00:00.0,4.6434,0.02,7.4615,7.8986
30:00.0,4.6438,0.02,7.4442,7.53
00:00.0,4.4687,0.02,7.4437,7.4784
30:00.0,4.4699,0.02,7.4615,7.4312
00:00.0,4.4695,0.02,7.4338,8.4146
30:00.0,4.4687,0.02,7.4173,7.4777
00:00.0,4.4302,0.02,7.4151,7.4062
30:00.0,4.4287,0.02,7.4442,7.4287
00:00.0,4.4298,0.02,7.4151,8.4887
30:00.0,4.4294,0.02,7.4049,7.4541
00:00.0,4.3666,0.02,7.4055,7.4559
30:00.0,4.3662,0.02,7.4338,7.4051
00:00.0,4.3662,0.02,7.3994,8.4898
30:00.0,4.367,0.02,7.3887,7.5053
00:00.0,4.3348,0.0238,7.3884,7.4051
30:00.0,4.3348,0.02,7.68,7.5031
00:00.0,4.3348,0.02,7.4148,7.92
30:00.0,4.3348,0.02,7.4231,7.5783
00:00.0,4.1609,0.02,7.4247,7.5787
30:00.0,4.1605,0.022,7.6795,7.53
00:00.0,4.1605,0.02,7.4341,7.6999
30:00.0,4.1601,0.02,7.4379,7.6255
00:00.0,4.1684,0.0214,7.4396,7.6531
30:00.0,4.1676,0.02,7.6479,7.6502
