Timeline,Oxygen Consumption,Ammonia Nitrogen,PH,Dissolved Oxygen
2013-10-15 17:30:00.0,4.1503,0.0796,8.201,7.9494
2013-10-15 18:00:00.0,4.1507,0.0795,8.1568,7.9538
2013-10-15 18:30:00.0,4.1515,0.0804,8.1376,8.0013
2013-10-15 19:00:00.0,4.0168,0.0802,8.1241,8.0246
2013-10-15 19:30:00.0,4.0172,0.0802,8.1054,8.0714
2013-10-15 20:00:00.0,4.0164,0.0796,8.0911,8.0947
2013-10-15 20:30:00.0,4.0164,0.0795,8.0996,8.1441
2013-10-15 21:00:00.0,3.9458,0.0794,8.1043,8.1934
2013-10-15 21:30:00.0,3.945,0.0795,8.0944,8.2174
2013-10-15 22:00:00.0,3.945,0.0795,8.0719,8.2428
2013-10-15 22:30:00.0,3.9442,0.0794,8.0499,8.2929
2013-10-15 23:00:00.0,3.7393,0.0796,8.043,8.2933
2013-10-15 23:30:00.0,3.7373,0.0789,8.0356,8.3431
2013-10-16 00:00:00.0,3.746,0.0789,8.037,8.3427
2013-10-16 00:30:00.0,3.7393,0.0788,8.0279,8.342
2013-10-16 01:00:00.0,3.7326,0.079,8.0189,8.3928
2013-10-16 01:30:00.0,3.7342,0.0791,8.0029,8.3914
2013-10-16 02:00:00.0,3.7306,0.0791,7.9815,8.4393
2013-10-16 02:30:00.0,3.7283,0.079,8.0087,8.4909
2013-10-16 03:00:00.0,3.5077,0.0784,8.0406,8.5366
2013-10-16 03:30:00.0,3.5175,0.0777,8.0466,8.5624
2013-10-16 04:00:00.0,3.5167,0.0781,8.0263,8.6114
2013-10-16 04:30:00.0,3.5175,0.0775,8.0015,8.635
2013-10-16 05:00:00.0,3.5006,0.0784,7.9812,8.6604
2013-10-16 05:30:00.0,3.4994,0.0775,7.9796,8.683
2013-10-16 06:00:00.0,3.5018,0.0776,7.979,8.7345
2013-10-16 06:30:00.0,3.501,0.0777,7.9839,8.757
2013-10-16 07:00:00.0,3.6027,0.0776,7.9875,8.8101
2013-10-16 07:30:00.0,3.6042,0.0775,7.9974,8.8329
2013-10-16 08:00:00.0,3.6066,0.0784,7.9911,8.882
2013-10-16 08:30:00.0,3.6038,0.0776,7.9889,8.931
2013-10-16 09:00:00.0,3.5163,0.0782,7.9881,8.9328
2013-10-16 09:30:00.0,3.5159,0.0777,7.9894,8.9586
2013-10-16 10:00:00.0,3.5026,0.0778,7.987,8.9593
2013-10-16 10:30:00.0,3.5026,0.0782,7.9897,8.984
2013-10-16 11:00:00.0,3.5006,0.0802,7.9977,8.9855
2013-10-16 11:30:00.0,3.5033,0.0791,8.0004,8.9608
2013-10-16 12:00:00.0,3.5061,0.0789,7.9809,9.0624
2013-10-16 12:30:00.0,3.5014,0.0788,7.9933,9.0639
2013-10-16 13:00:00.0,4.2689,0.0789,7.993,9.0367
2013-10-16 13:30:00.0,4.2693,0.0791,7.9991,9.0399
2013-10-16 14:00:00.0,4.2701,0.0789,8.004,9.0621
2013-10-16 14:30:00.0,4.2708,0.0795,8.0114,9.0388
2013-10-16 15:00:00.0,5.7191,0.0798,8.0037,9.0363
2013-10-16 15:30:00.0,5.7277,0.0915,7.9798,8.9132
2013-10-16 16:00:00.0,5.7187,0.0998,7.979,7.6789
2013-10-16 16:30:00.0,5.7191,0.1725,7.9944,7.798
2013-10-16 17:00:00.0,5.7195,0.109,8.0134,7.8005
2013-10-16 17:30:00.0,5.7183,0.1039,8.0216,7.5797
2013-10-16 18:00:00.0,5.6947,0.0997,8.0178,7.8241
2013-10-16 18:30:00.0,5.7179,0.0972,8.0084,7.8238
2013-10-16 19:00:00.0,5.7175,0.0947,8.0073,7.8485
2013-10-16 19:30:00.0,5.7391,0.0944,8.0145,7.6989
2013-10-16 20:00:00.0,5.7183,0.094,8.026,7.8982
2013-10-16 20:30:00.0,5.7179,0.0938,8.0356,7.8986
2013-10-16 21:00:00.0,5.7187,0.0916,8.0502,7.8732
2013-10-16 21:30:00.0,5.7187,0.0928,8.0584,7.9469
2013-10-16 22:00:00.0,5.7183,0.0921,8.0884,7.8964
2013-10-16 22:30:00.0,5.7195,0.0919,8.0807,7.8968
2013-10-16 23:00:00.0,5.3469,0.0909,8.0898,7.9211
2013-10-16 23:30:00.0,5.3473,0.0907,8.0944,7.9952
2013-10-17 00:00:00.0,5.3457,0.0907,8.1159,7.9451
2013-10-17 00:30:00.0,5.3469,0.0908,8.1181,7.9432
2013-10-17 01:00:00.0,4.5939,0.0901,8.1367,7.9436
2013-10-17 01:30:00.0,4.5935,0.0912,8.137,7.9941
2013-10-17 02:00:00.0,4.5955,0.0913,8.1156,7.9196
2013-10-17 02:30:00.0,4.592,0.0909,8.09,7.9204
2013-10-17 03:00:00.0,4.5947,0.0889,8.0826,7.8964
2013-10-17 03:30:00.0,4.5959,0.0909,8.073,7.9668
2013-10-17 04:00:00.0,4.5943,0.0906,8.0746,7.8717
2013-10-17 04:30:00.0,4.5955,0.0906,8.04,7.8703
2013-10-17 05:00:00.0,4.5939,0.089,8.0345,7.8703
2013-10-17 05:30:00.0,4.5947,0.0901,8.0326,7.6462
2013-10-17 06:00:00.0,4.5947,0.0899,8.0323,7.8946
2013-10-17 06:30:00.0,4.5951,0.0896,8.0243,7.8957
2013-10-17 07:00:00.0,4.5947,0.0883,8.0257,7.8957
2013-10-17 07:30:00.0,4.5951,0.0888,8.032,7.6458
2013-10-17 08:00:00.0,4.5947,0.0887,8.0392,7.9178
2013-10-17 08:30:00.0,4.5939,0.0881,8.037,7.9432
2013-10-17 09:00:00.0,4.5939,0.0876,8.051,7.9422
2013-10-17 09:30:00.0,4.5951,0.0884,8.0535,7.6687
2013-10-17 10:00:00.0,4.5943,0.088,8.0653,7.9676
2013-10-17 10:30:00.0,4.5939,0.0881,8.0595,7.9915
2013-10-17 11:00:00.0,4.5947,0.0875,8.0796,8.0413
2013-10-17 11:30:00.0,4.5947,0.0884,8.0054,7.7682
2013-10-17 12:00:00.0,4.5951,0.0884,8.0513,8.0417
2013-10-17 12:30:00.0,4.5951,0.0882,8.0507,8.017
2013-10-17 13:00:00.0,4.5947,0.0868,8.0529,8.0649
2013-10-17 13:30:00.0,4.5951,0.0875,8.068,7.8452
2013-10-17 14:00:00.0,4.5947,0.0877,8.0653,8.0663
2013-10-17 14:30:00.0,4.5947,0.0874,8.0625,8.0417
2013-10-17 16:00:00.0,4.5939,0.0868,8.0579,8.0181
2013-10-17 16:30:00.0,4.5943,0.0875,8.0491,7.8684
2013-10-17 17:00:00.0,4.5947,0.0864,8.0411,8.0184
2013-10-17 17:30:00.0,4.5955,0.0872,8.0362,7.9189
2013-10-17 18:00:00.0,4.5939,0.0862,8.0419,8.0409
2013-10-17 18:30:00.0,4.5959,0.0864,8.04,8.0649
2013-10-17 19:00:00.0,4.5932,0.0859,8.0557,8.0914
2013-10-17 19:30:00.0,4.5939,0.0865,8.0581,7.9683
2013-10-17 20:00:00.0,4.5935,0.0865,8.0639,8.0885
2013-10-17 20:30:00.0,4.5955,0.0863,8.0694,8.0914
2013-10-17 21:00:00.0,4.5955,0.0859,8.0689,8.0674
2013-10-17 21:30:00.0,4.5943,0.0865,8.0636,7.9443
2013-10-17 22:00:00.0,4.5935,0.0858,8.0642,8.0896
2013-10-17 22:30:00.0,4.5947,0.0855,8.073,8.0896
2013-10-17 23:00:00.0,4.5939,0.0852,8.0941,8.0918
2013-10-17 23:30:00.0,4.5939,0.0856,8.1032,7.9447
2013-10-18 00:00:00.0,4.5951,0.0859,8.0788,8.0656
2013-10-18 00:30:00.0,4.5939,0.0859,8.0895,8.0674
2013-10-18 01:00:00.0,4.5939,0.0853,8.093,8.0674
2013-10-18 01:30:00.0,4.5959,0.0859,8.0961,7.8935
2013-10-18 02:00:00.0,4.5943,0.0852,8.0988,8.0903
2013-10-18 02:30:00.0,4.5951,0.0855,8.1101,8.1154
2013-10-18 03:00:00.0,4.5939,0.085,8.1175,8.1139
2013-10-18 03:30:00.0,4.5947,0.0855,8.1117,7.9182
2013-10-18 04:00:00.0,4.5947,0.085,8.1098,8.1136
2013-10-18 04:30:00.0,4.5947,0.0857,8.1271,8.1161
2013-10-18 05:00:00.0,4.5951,0.0849,8.1247,8.0889
2013-10-18 05:30:00.0,4.5943,0.0859,8.1222,7.7951
2013-10-18 06:00:00.0,4.5943,0.0865,8.1172,8.0896
2013-10-18 06:30:00.0,4.5939,0.0862,8.1134,8.0649
2013-10-18 07:00:00.0,4.5935,0.0856,8.1054,8.0653
2013-10-18 07:30:00.0,4.5943,0.0865,8.1005,7.9411
2013-10-18 08:00:00.0,4.5939,0.0862,8.0895,8.0649
2013-10-18 08:30:00.0,4.5947,0.0864,8.0878,8.0634
2013-10-18 09:00:00.0,4.5951,0.0849,8.0941,8.0649
2013-10-18 09:30:00.0,4.5951,0.0855,8.1016,7.892
2013-10-18 10:00:00.0,4.5943,0.0859,8.1038,8.09
2013-10-18 10:30:00.0,4.5955,0.0849,8.12,8.0656
2013-10-18 11:00:00.0,4.5951,0.0852,8.1296,8.1165
2013-10-18 11:30:00.0,4.5939,0.0856,8.1439,8.1412
2013-10-18 12:00:00.0,4.5912,0.0854,8.1455,8.1884
2013-10-18 12:30:00.0,4.5943,0.0853,7.9037,8.1916
2013-10-18 13:00:00.0,3.477,0.0846,8.0592,8.1673
2013-10-18 13:30:00.0,3.4802,0.0848,8.062,8.1477
2013-10-18 14:00:00.0,3.4865,0.0845,8.0576,8.1702
2013-10-18 14:30:00.0,3.4774,0.0851,8.0488,8.1688
2013-10-18 15:00:00.0,3.81,0.0853,8.0419,8.1691
2013-10-18 15:30:00.0,3.8103,0.0848,8.0356,8.1444
2013-10-18 16:00:00.0,3.81,0.0847,8.026,8.1677
2013-10-18 16:30:00.0,3.8115,0.0839,8.0384,8.1778
2013-10-18 17:00:00.0,3.8111,0.0848,8.0477,8.1945
2013-10-18 17:30:00.0,3.8096,0.084,8.0452,8.1956
2013-10-18 18:00:00.0,3.8111,0.0838,8.0472,8.1938
2013-10-18 18:30:00.0,3.8107,0.0845,8.059,8.241
2013-10-18 19:00:00.0,3.8406,0.0848,8.0744,8.241
2013-10-18 19:30:00.0,3.8417,0.0846,8.0906,8.2425
2013-10-18 20:00:00.0,3.8421,0.0846,8.0837,8.2417
2013-10-18 20:30:00.0,3.8421,0.0846,8.0821,8.2181
2013-10-18 21:00:00.0,3.7935,0.0837,8.0738,8.1905
2013-10-18 21:30:00.0,3.7939,0.0853,8.0658,8.1673
2013-10-18 22:00:00.0,3.7958,0.0843,8.054,8.1441
2013-10-18 22:30:00.0,3.7942,0.0851,8.0441,8.1433
2013-10-18 23:00:00.0,3.8567,0.086,8.0538,8.1905
2013-10-18 23:30:00.0,3.8406,0.0853,8.0656,8.1437
2013-10-19 00:00:00.0,3.8421,0.0862,8.0516,8.0693
2013-10-19 00:30:00.0,3.8347,0.085,8.0307,8.07
2013-10-19 01:00:00.0,3.7071,0.0859,8.0114,8.0456
2013-10-19 01:30:00.0,3.7071,0.0862,8.004,8.021
2013-10-19 02:00:00.0,3.7032,0.0866,8.0032,8.0438
2013-10-19 02:30:00.0,3.7075,0.0865,8.0046,8.0181
2013-10-19 03:00:00.0,3.5697,0.0872,7.9991,7.9694
2013-10-19 03:30:00.0,3.5724,0.0865,7.9771,7.9683
2013-10-19 04:00:00.0,3.5724,0.0865,7.9697,7.9701
2013-10-19 04:30:00.0,3.572,0.0858,7.9672,7.9683
2013-10-19 05:00:00.0,3.7389,0.0849,7.9697,7.9705
2013-10-19 05:30:00.0,3.7373,0.0852,7.9738,7.9708
2013-10-19 06:00:00.0,3.7389,0.0854,7.9925,7.9937
2013-10-19 06:30:00.0,3.7393,0.0853,8.0015,7.9676
2013-10-19 07:00:00.0,3.6741,0.0852,8.009,7.9705
2013-10-19 07:30:00.0,3.6757,0.0853,8.0065,7.9679
2013-10-19 08:00:00.0,3.6741,0.0853,8.007,7.9705
2013-10-19 08:30:00.0,3.6741,0.0851,8.021,7.9919
2013-10-19 09:00:00.0,3.6753,0.0857,8.032,7.9923
2013-10-19 09:30:00.0,3.6749,0.0856,8.0425,8.0177
2013-10-19 10:00:00.0,3.6741,0.0859,8.0568,8.0162
2013-10-19 10:30:00.0,3.6745,0.0856,8.0653,7.9915
2013-10-19 11:00:00.0,3.6199,0.0858,8.0746,7.9919
2013-10-19 11:30:00.0,3.6172,0.0857,8.0788,8.0162
2013-10-19 12:00:00.0,3.6195,0.0853,8.0898,8.0191
2013-10-19 12:30:00.0,3.5952,0.0853,8.0928,7.9944
2013-10-19 13:00:00.0,3.5732,0.0856,8.0925,7.9941
2013-10-19 13:30:00.0,3.5669,0.0853,8.1002,7.9934
2013-10-19 14:00:00.0,3.5728,0.0846,8.0952,7.9937
2013-10-19 14:30:00.0,3.572,0.0844,8.0856,7.9955
2013-10-19 15:00:00.0,3.6349,0.0853,8.0557,8.0206
2013-10-19 15:30:00.0,3.6341,0.0845,8.0406,8.0442
2013-10-19 16:00:00.0,3.6356,0.0851,8.0397,8.0442
2013-10-19 16:30:00.0,3.6356,0.085,8.0425,8.0181
2013-10-19 17:00:00.0,3.6419,0.0846,8.043,8.0202
2013-10-19 17:30:00.0,3.6447,0.0847,8.0351,8.0188
2013-10-19 18:00:00.0,3.6427,0.0843,8.0472,8.0177
2013-10-19 18:30:00.0,3.6447,0.0846,8.0548,8.0173
2013-10-19 19:00:00.0,3.6513,0.0847,8.0642,8.0682
2013-10-19 19:30:00.0,3.6486,0.0848,8.0969,8.0678
2013-10-19 20:00:00.0,3.651,0.0845,8.1093,8.1168
2013-10-19 20:30:00.0,3.6529,0.0844,8.1115,8.143
2013-10-19 21:00:00.0,3.7067,0.0838,8.1301,8.1677
2013-10-19 21:30:00.0,3.7067,0.0837,8.1497,8.1673
2013-10-19 22:00:00.0,3.7087,0.0841,8.1639,8.1412
2013-10-19 22:30:00.0,3.7067,0.0841,8.1711,8.1419
2013-10-19 23:00:00.0,3.6674,0.0838,8.1708,8.0932
2013-10-19 23:30:00.0,3.6667,0.0841,8.1727,8.0903
2013-10-20 00:00:00.0,3.6678,0.0838,8.1694,8.0696
2013-10-20 00:30:00.0,3.6678,0.0841,8.1686,8.0696
2013-10-20 01:00:00.0,3.5332,0.0837,8.1689,8.0456
2013-10-20 01:30:00.0,3.5324,0.0838,8.1686,8.0438
2013-10-20 02:00:00.0,3.5336,0.0841,8.1637,8.0184
2013-10-20 02:30:00.0,3.5332,0.0838,8.1667,7.9915
2013-10-20 03:00:00.0,3.6592,0.0847,8.1656,7.9687
2013-10-20 03:30:00.0,3.66,0.0844,8.1587,7.9422
2013-10-20 04:00:00.0,3.6616,0.084,8.1508,7.9178
2013-10-20 04:30:00.0,3.66,0.0838,8.1516,7.9189
2013-10-20 05:00:00.0,3.6195,0.0838,8.1541,7.9178
2013-10-20 05:30:00.0,3.6195,0.0837,8.1612,7.9425
2013-10-20 06:00:00.0,3.6203,0.0838,8.1714,7.9436
2013-10-20 06:30:00.0,3.6199,0.0837,8.1727,7.9425
2013-10-20 07:00:00.0,3.651,0.0843,8.1755,7.92
2013-10-20 07:30:00.0,3.6513,0.0845,8.1727,7.9178
2013-10-20 08:00:00.0,3.6521,0.0838,8.1711,7.896
2013-10-20 08:30:00.0,3.6506,0.084,8.1645,7.8931
2013-10-20 09:00:00.0,3.7711,0.0834,8.1554,7.8953
2013-10-20 09:30:00.0,3.7715,0.084,8.1565,7.871
2013-10-20 10:00:00.0,3.7715,0.0841,8.1491,7.8695
2013-10-20 10:30:00.0,3.7719,0.0833,8.1458,7.8728
2013-10-20 11:00:00.0,3.7303,0.0827,8.1461,7.8724
2013-10-20 11:30:00.0,3.7318,0.0826,8.1574,7.9218
2013-10-20 12:00:00.0,3.7354,0.0826,8.1645,7.9222
2013-10-20 12:30:00.0,3.7338,0.0819,8.1725,7.9465
2013-10-20 13:00:00.0,3.7542,0.0813,8.1705,7.9741
2013-10-20 13:30:00.0,3.7558,0.0815,8.1675,7.9727
2013-10-20 14:00:00.0,3.7558,0.0814,8.1483,7.9727
2013-10-20 14:30:00.0,3.7546,0.082,8.1442,7.9741
2013-10-20 15:00:00.0,3.7954,0.0822,8.1326,7.9752
2013-10-20 15:30:00.0,3.7939,0.0823,8.1255,7.9977
2013-10-20 16:00:00.0,3.7942,0.0813,8.1304,7.9752
2013-10-20 16:30:00.0,3.7939,0.0823,8.123,7.9999
2013-10-20 17:00:00.0,3.8822,0.0822,8.1318,8.0235
2013-10-20 17:30:00.0,3.8841,0.082,8.1466,8.0217
2013-10-20 18:00:00.0,3.8822,0.0817,8.1574,8.0217
2013-10-20 18:30:00.0,3.8877,0.0815,8.1532,8.022
2013-10-20 19:00:00.0,3.7083,0.0823,8.1486,7.9981
2013-10-20 19:30:00.0,3.7059,0.0814,8.1422,7.9705
2013-10-20 20:00:00.0,3.7047,0.0817,8.1332,7.9458
2013-10-20 20:30:00.0,3.711,0.0816,8.1219,7.9454
2013-10-20 21:00:00.0,3.7542,0.0818,8.1233,7.9476
2013-10-20 21:30:00.0,3.7397,0.0822,8.1208,7.9723
2013-10-20 22:00:00.0,3.7381,0.0818,8.131,7.9472
2013-10-20 22:30:00.0,3.7389,0.0821,8.1475,7.9723
2013-10-20 23:00:00.0,3.6089,0.0818,8.1609,7.9705
2013-10-20 23:30:00.0,3.6117,0.0816,8.181,7.9719
2013-10-21 00:00:00.0,3.6125,0.082,8.189,7.9705
2013-10-21 00:30:00.0,3.6082,0.0822,8.1997,7.969
2013-10-21 01:00:00.0,3.5379,0.0822,8.2093,7.9469
2013-10-21 01:30:00.0,3.541,0.0822,8.1978,7.9454
2013-10-21 02:00:00.0,3.5332,0.082,8.2013,8.1673
2013-10-21 02:30:00.0,3.5406,0.0818,8.309,8.2657
2013-10-21 03:00:00.0,3.6674,0.0828,8.3648,8.2156
2013-10-21 03:30:00.0,3.6667,0.0827,8.353,8.216
2013-10-21 04:00:00.0,3.6682,0.0828,8.3544,8.2138
2013-10-21 04:30:00.0,3.6674,0.0828,8.3582,8.1902
2013-10-21 05:00:00.0,3.6349,0.0833,8.367,8.1887
2013-10-21 05:30:00.0,3.6368,0.0834,8.375,8.1898
2013-10-21 06:00:00.0,3.636,0.0828,8.3717,8.1887
2013-10-21 06:30:00.0,3.6368,0.0827,8.3769,8.1895
2013-10-21 07:00:00.0,3.6835,0.0827,8.3841,8.212
2013-10-21 07:30:00.0,3.6839,0.0834,8.389,8.188
2013-10-21 08:00:00.0,3.6831,0.0832,8.3843,8.164
2013-10-21 08:30:00.0,3.6835,0.0828,8.3624,8.1404
2013-10-21 09:00:00.0,3.649,0.0828,8.3445,8.0903
2013-10-21 09:30:00.0,3.6517,0.0819,8.3255,8.0903
2013-10-21 10:00:00.0,3.6513,0.0827,8.3099,8.0914
2013-10-21 10:30:00.0,3.6549,0.0822,8.3003,8.0929
2013-10-21 11:00:00.0,3.7785,0.0822,8.2948,8.0936
2013-10-21 11:30:00.0,3.7782,0.082,8.286,8.0693
2013-10-21 12:00:00.0,3.7785,0.082,8.2692,8.0685
2013-10-21 12:30:00.0,3.7817,0.0816,8.2577,8.0482
2013-10-21 13:00:00.0,3.6356,0.0814,8.2428,8.0478
2013-10-21 13:30:00.0,3.6353,0.081,8.2299,8.0525
2013-10-21 14:00:00.0,3.6368,0.081,8.2206,8.0776
2013-10-21 14:30:00.0,3.6349,0.0814,8.2173,8.0518
2013-10-21 15:00:00.0,3.8987,0.0815,8.1813,8.0511
2013-10-21 15:30:00.0,3.8955,0.0816,8.1477,8.0017
2013-10-21 16:00:00.0,3.8967,0.0815,8.1148,7.9988
2013-10-21 16:30:00.0,3.8979,0.0815,8.1021,7.9741
2013-10-21 17:00:00.0,3.7306,0.0814,8.0958,7.9737
2013-10-21 17:30:00.0,3.731,0.0814,8.0908,7.9734
2013-10-21 18:00:00.0,3.7342,0.0816,8.0919,7.9734
2013-10-21 18:30:00.0,3.7318,0.082,8.0884,7.9487
2013-10-21 19:00:00.0,3.8429,0.082,8.0933,7.9247
2013-10-21 19:30:00.0,3.8414,0.0822,8.1027,7.8746
2013-10-21 20:00:00.0,3.8414,0.0822,8.1095,7.8485
2013-10-21 20:30:00.0,3.826,0.0822,8.1145,7.8993
2013-10-21 21:00:00.0,3.9136,0.0822,8.1304,7.9211
2013-10-21 21:30:00.0,3.9002,0.0819,8.142,7.8993
2013-10-21 22:00:00.0,3.9116,0.0851,8.1395,7.8997
2013-10-21 22:30:00.0,3.914,0.084,8.1362,7.9218
2013-10-21 23:00:00.0,3.5944,0.0831,8.1392,7.9222
2013-10-21 23:30:00.0,3.5968,0.0859,8.1395,7.9694
2013-10-22 00:00:00.0,3.5964,0.0853,8.1453,7.9941
2013-10-22 00:30:00.0,3.5964,0.0853,8.1455,7.9959
2013-10-22 01:00:00.0,3.7942,0.0853,8.156,8.0191
2013-10-22 01:30:00.0,3.7939,0.0825,8.1733,7.9948
2013-10-22 02:00:00.0,3.7954,0.0837,8.1991,7.993
2013-10-22 02:30:00.0,3.7939,0.0847,8.2225,8.0188
2013-10-22 03:00:00.0,3.6749,0.0832,8.2381,8.0191
2013-10-22 03:30:00.0,3.6761,0.0834,8.2535,8.0427
2013-10-22 04:00:00.0,3.6757,0.0843,8.2582,8.0195
2013-10-22 04:30:00.0,3.6761,0.0856,8.2637,8.0442
2013-10-22 05:00:00.0,3.6686,0.0882,8.2541,8.0413
2013-10-22 05:30:00.0,3.6674,0.0838,8.2508,8.0184
2013-10-22 06:00:00.0,3.6667,0.0844,8.2365,7.9672
2013-10-22 06:30:00.0,3.6678,0.0864,8.2197,7.9687
2013-10-22 07:00:00.0,3.6117,0.0858,8.2076,7.9668
2013-10-22 07:30:00.0,3.6125,0.0838,8.1945,7.9658
2013-10-22 08:00:00.0,3.6129,0.0831,8.1892,7.9411
2013-10-22 08:30:00.0,3.6125,0.0853,8.184,7.9672
2013-10-22 09:00:00.0,3.6631,0.0846,8.1851,7.9683
2013-10-22 09:30:00.0,3.6678,0.0838,8.189,7.969
2013-10-22 10:00:00.0,3.6627,0.0846,8.1876,7.9701
2013-10-22 10:30:00.0,3.6686,0.087,8.1876,7.9687
2013-10-22 11:00:00.0,4.0541,0.0891,8.1788,8.0914
2013-10-22 11:30:00.0,4.0706,0.0876,7.9988,8.0693
2013-10-22 12:00:00.0,4.0636,0.0877,8.1164,8.0921
2013-10-22 12:30:00.0,4.0596,0.0884,8.1312,8.0939
2013-10-22 13:00:00.0,4.0867,0.0884,8.1477,8.1208
2013-10-22 13:30:00.0,4.0797,0.089,8.1711,8.147
2013-10-22 14:00:00.0,4.1185,0.0864,8.195,8.2185
2013-10-22 14:30:00.0,4.0797,0.0863,8.2225,8.2417
2013-10-22 15:00:00.0,4.0946,0.0897,8.2412,8.3176
2013-10-22 15:30:00.0,4.0965,0.0885,8.2552,8.367
2013-10-22 16:00:00.0,4.0961,0.0888,8.2796,8.3903
2013-10-22 16:30:00.0,4.0946,0.0882,8.286,8.4407
2013-10-22 17:00:00.0,4.3768,0.0896,8.2904,8.4676
2013-10-22 17:30:00.0,4.3702,0.0908,8.2986,8.4909
2013-10-22 18:00:00.0,4.3729,0.091,8.3066,8.5152
2013-10-22 18:30:00.0,4.3733,0.092,8.3192,8.4669
2013-10-22 19:00:00.0,4.199,0.0878,8.3121,8.4161
2013-10-22 19:30:00.0,4.1978,0.086,8.2876,8.3906
2013-10-22 20:00:00.0,4.1994,0.0844,8.278,8.3881
2013-10-22 20:30:00.0,4.1978,0.0839,8.2843,8.363
2013-10-22 21:00:00.0,4.2371,0.0838,8.2788,8.2911
2013-10-22 21:30:00.0,4.2371,0.0838,8.2577,8.2886
2013-10-22 22:00:00.0,4.239,0.0833,8.2508,8.265
2013-10-22 22:30:00.0,4.2379,0.0835,8.2376,8.2149
2013-10-22 23:00:00.0,4.2944,0.0828,8.2178,8.192
2013-10-22 23:30:00.0,4.2936,0.0831,8.2101,8.1655
2013-10-23 00:00:00.0,4.294,0.0828,8.2131,8.1916
2013-10-23 00:30:00.0,4.2928,0.0835,8.2175,8.2385
2013-10-23 01:00:00.0,4.2371,0.0827,8.2263,8.2653
2013-10-23 01:30:00.0,4.2379,0.0827,8.2387,8.2381
2013-10-23 02:00:00.0,4.2379,0.0825,8.2398,8.2152
2013-10-23 02:30:00.0,4.2379,0.0828,8.2316,8.1905
2013-10-23 03:00:00.0,4.1825,0.0831,8.2252,8.2152
2013-10-23 03:30:00.0,4.1829,0.0847,8.2348,8.2893
2013-10-23 04:00:00.0,4.1821,0.0865,8.2728,8.3881
2013-10-23 04:30:00.0,4.1821,0.0852,8.3357,8.4858
2013-10-23 05:00:00.0,4.1338,0.0838,8.3813,8.5599
2013-10-23 05:30:00.0,4.1354,0.084,8.4247,8.5849
2013-10-23 06:00:00.0,4.135,0.0844,8.4401,8.6343
2013-10-23 06:30:00.0,4.1358,0.084,8.4706,8.6837
2013-10-23 07:00:00.0,4.0958,0.0838,8.5036,8.7313
2013-10-23 07:30:00.0,4.0946,0.0877,8.53,8.7574
2013-10-23 08:00:00.0,4.0958,0.0884,8.5432,8.7552
2013-10-23 08:30:00.0,4.095,0.0884,8.5484,8.7563
2013-10-23 09:00:00.0,4.2465,0.0875,8.5512,8.7556
2013-10-23 09:30:00.0,4.2469,0.0846,8.5545,8.7563
2013-10-23 10:00:00.0,4.2449,0.084,8.5547,8.7578
2013-10-23 10:30:00.0,4.2481,0.0832,8.5547,8.7578
2013-10-23 11:00:00.0,4.0004,0.0829,8.5479,8.7596
2013-10-23 11:30:00.0,4.0007,0.0846,8.5495,8.6615
2013-10-23 12:00:00.0,3.9976,0.0848,6.8,8.8351
2013-10-23 12:30:00.0,4.0007,0.0847,8.0123,8.8852
2013-10-23 13:00:00.0,3.9006,0.084,8.0716,8.8845
2013-10-23 13:30:00.0,3.8979,0.0827,8.0952,8.7897
2013-10-23 14:00:00.0,3.8987,0.0829,8.0821,8.7676
2013-10-23 14:30:00.0,3.8991,0.0827,8.0683,8.7908
2013-10-23 15:00:00.0,4.1739,0.0827,8.0683,8.7886
2013-10-23 15:30:00.0,4.1751,0.0833,8.0639,8.7639
2013-10-23 16:00:00.0,4.1747,0.0828,8.0461,8.7875
2013-10-23 16:30:00.0,4.1758,0.0826,8.0579,8.8144
2013-10-23 17:00:00.0,4.1417,0.0827,8.0713,8.8141
2013-10-23 17:30:00.0,4.1429,0.0829,8.0821,8.813
2013-10-23 18:00:00.0,4.1448,0.0827,8.0884,8.8126
2013-10-23 18:30:00.0,4.1425,0.0838,8.0928,8.7865
2013-10-23 19:00:00.0,4.3187,0.0835,8.0812,8.7106
2013-10-23 19:30:00.0,4.318,0.0828,8.0513,8.6365
2013-10-23 20:00:00.0,4.3172,0.0835,8.0186,8.5878
2013-10-23 20:30:00.0,4.3187,0.0851,7.9941,8.5366
2013-10-23 21:00:00.0,3.9525,0.0845,7.9732,8.5359
2013-10-23 21:30:00.0,3.9532,0.0831,7.9732,8.562
2013-10-23 22:00:00.0,3.9529,0.0833,7.9576,8.4872
2013-10-23 22:30:00.0,3.9536,0.0832,7.9191,8.4153
2013-10-23 23:00:00.0,4.0322,0.0831,7.8512,8.3885
2013-10-23 23:30:00.0,4.0314,0.0832,7.8114,8.3398
2013-10-24 00:00:00.0,4.0302,0.0833,7.7855,8.3634
2013-10-24 00:30:00.0,4.0325,0.0835,7.7778,8.363
2013-10-24 01:00:00.0,4.0011,0.0827,7.7842,8.3652
2013-10-24 01:30:00.0,4.0011,0.0834,7.7811,8.3906
2013-10-24 02:00:00.0,4.0007,0.0832,7.7897,8.4135
2013-10-24 02:30:00.0,4.0004,0.0834,7.7954,8.4375
2013-10-24 03:00:00.0,3.9619,0.0828,7.8078,8.4622
2013-10-24 03:30:00.0,3.9599,0.0831,7.8284,8.4872
